id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude;section_prefixe
"2019-1358289";"2019-08-28";"1";"Vente";"525000.0";"18";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0014";"None";"None";"1";"22.19";"14";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"23.0";"1.0";"None";"None";"None";"None";"nan";"2.314554";"48.902543";"0000U"
"2019-1358031";"2019-08-06";"1";"Vente";"395000.0";"18";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0014";"None";"None";"7";"65.18";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"65.0";"4.0";"None";"None";"None";"None";"nan";"2.314554";"48.902543";"0000U"
"2019-1357994";"2019-07-30";"1";"Vente";"157350.0";"3";"None";"RUE GEORGES SORET";"4140";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0005";"None";"None";"3";"25.23";"45";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"27.0";"2.0";"None";"None";"None";"None";"nan";"2.313865";"48.903048";"0000U"
"2019-1357926";"2019-07-26";"1";"Vente";"411000.0";"44";"None";"BD DU GENERAL LECLERC";"4122";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0042";"None";"None";"12";"56.34";"34";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"52.0";"3.0";"None";"None";"None";"None";"nan";"2.314619";"48.902088";"0000U"
"2019-1357943";"2019-07-26";"1";"Vente";"264000.0";"46";"None";"BD DU GENERAL LECLERC";"4122";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0017";"None";"None";"12";"nan";"44";"37.49";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"36.0";"2.0";"None";"None";"None";"None";"nan";"2.314338";"48.902315";"0000U"
"2019-1358051";"2019-07-26";"1";"Vente";"51060.0";"25";"None";"RUE MADAME DE STAEL";"6115";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0006";"None";"None";"26";"41.62";"38";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"51.0";"3.0";"None";"None";"None";"None";"nan";"2.31404";"48.903136";"0000U"
"2019-1358052";"2019-07-22";"1";"Vente";"55000.0";"4";"B";"RUE GEORGES BOISSEAU";"4130";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0123";"None";"None";"41";"14.51";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"14.0";"1.0";"None";"None";"None";"None";"nan";"2.318357";"48.903237";"0000U"
"2019-1358062";"2019-07-22";"1";"Vente";"125000.0";"4";"B";"RUE GEORGES BOISSEAU";"4130";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0123";"None";"None";"32";"24.6";"62";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"34.0";"2.0";"None";"None";"None";"None";"nan";"2.318357";"48.903237";"0000U"
"2019-1357880";"2019-07-22";"1";"Vente";"1250000.0";"55";"None";"RUE KLOCK";"5040";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"2";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"0";"None";"None";"nan";"nan";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2019-1358065";"2019-07-18";"1";"Vente";"38000.0";"20";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0013";"None";"None";"34";"9.74";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"10.0";"1.0";"None";"None";"None";"None";"nan";"2.314669";"48.902628";"0000U"
"2019-1357622";"2019-07-08";"1";"Vente";"184000.0";"8";"None";"RUE GEORGES BOISSEAU";"4130";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0121";"None";"None";"33";"27.48";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"26.0";"2.0";"None";"None";"None";"None";"nan";"2.318022";"48.903473";"0000U"
"2019-1357458";"2019-07-04";"1";"Vente";"16000.0";"8";"None";"RUE ACHILLE ADAM";"0020";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0073";"None";"None";"61";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.315926";"48.902091";"0000U"
"2019-1357478";"2019-06-27";"1";"Vente";"216400.0";"44";"None";"BD DU GENERAL LECLERC";"4122";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0042";"None";"None";"10";"32.26";"32";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"31.0";"2.0";"None";"None";"None";"None";"nan";"2.314619";"48.902088";"0000U"
"2019-1357658";"2019-06-27";"1";"Vente";"260000.0";"46";"None";"BD DU GENERAL LECLERC";"4122";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0017";"None";"None";"34";"34.49";"8";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"35.0";"2.0";"None";"None";"None";"None";"nan";"2.314338";"48.902315";"0000U"
"2019-1357299";"2019-06-21";"1";"Vente";"264500.0";"23";"None";"RUE MARIE ET PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0037";"None";"None";"17";"37.3";"23";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"37.0";"2.0";"None";"None";"None";"None";"nan";"2.315198";"48.90274";"0000U"
"2019-1357253";"2019-06-19";"1";"Vente";"48000.0";"20";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0013";"None";"None";"45";"12.25";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"12.0";"1.0";"None";"None";"None";"None";"nan";"2.314669";"48.902628";"0000U"
"2019-1357131";"2019-06-13";"1";"Vente";"297000.0";"159";"None";"BD VICTOR HUGO";"9640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0138";"None";"None";"17";"nan";"42";"38.95";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"73.0";"4.0";"None";"None";"None";"None";"nan";"2.320017";"48.903661";"0000U"
"2019-1357227";"2019-06-12";"1";"Vente";"193000.0";"17";"None";"RUE MARIE ET PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0019";"None";"None";"6";"30.04";"7";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"30.0";"2.0";"None";"None";"None";"None";"nan";"2.314631";"48.902481";"0000U"
"2019-1357480";"2019-06-11";"1";"Vente";"570000.0";"25";"None";"RUE MARIE ET PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0036";"None";"None";"1";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"4";"Local industriel. commercial ou assimilé";"140.0";"0.0";"None";"None";"None";"None";"nan";"2.315335";"48.902803";"0000U"
"2019-1357084";"2019-05-29";"1";"Vente";"280000.0";"159";"None";"BD VICTOR HUGO";"9640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0138";"None";"None";"12";"nan";"41";"36.02";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"73.0";"4.0";"None";"None";"None";"None";"nan";"2.320017";"48.903661";"0000U"
"2019-1357241";"2019-05-29";"1";"Vente";"415750.0";"15";"None";"RUE MARTISSOT";"6135";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0047";"None";"None";"13";"58.44";"15";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"58.0";"3.0";"None";"None";"None";"None";"nan";"2.315529";"48.901785";"0000U"
"2019-1357211";"2019-05-24";"1";"Vente";"1700000.0";"15";"None";"RUE MARTISSOT";"6135";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0047";"None";"None";"3";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"25.0";"2.0";"None";"None";"None";"None";"nan";"2.315529";"48.901785";"0000U"
"2019-1357211";"2019-05-24";"1";"Vente";"1700000.0";"48";"None";"RUE KLOCK";"5040";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0047";"None";"None";"25";"80.54";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"76.0";"2.0";"None";"None";"None";"None";"nan";"2.315529";"48.901785";"0000U"
"2019-1357211";"2019-05-24";"1";"Vente";"1700000.0";"48";"None";"RUE KLOCK";"5040";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0047";"None";"None";"24";"469.18";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"4";"Local industriel. commercial ou assimilé";"360.0";"0.0";"None";"None";"None";"None";"nan";"2.315529";"48.901785";"0000U"
"2019-1357051";"2019-05-17";"1";"Vente";"92000.0";"14";"B";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0087";"None";"None";"13";"12.01";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"15.0";"1.0";"None";"None";"None";"None";"nan";"2.316332";"48.902732";"0000U"
"2019-1356851";"2019-05-14";"1";"Vente";"246500.0";"15";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0012";"None";"None";"26";"nan";"5";"49.2";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"45.0";"2.0";"None";"None";"None";"None";"nan";"2.314257";"48.902774";"0000U"
"2019-1356861";"2019-05-06";"1";"Vente";"1738452.0";"64";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0128";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"0";"4";"Local industriel. commercial ou assimilé";"70.0";"0.0";"S";"sols";"None";"None";"78.0";"2.31928";"48.903596";"0000U"
"2019-1356761";"2019-05-03";"1";"Vente";"420000.0";"18";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0014";"None";"None";"106";"nan";"22";"nan";"9";"nan";"None";"nan";"None";"None";"3";"2";"Appartement";"65.0";"4.0";"None";"None";"None";"None";"nan";"2.314554";"48.902543";"0000U"
"2019-1356782";"2019-04-30";"1";"Vente";"230000.0";"24";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0092";"None";"None";"4";"28.89";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"28.0";"2.0";"None";"None";"None";"None";"nan";"2.315888";"48.903029";"0000U"
"2019-1356755";"2019-04-15";"1";"Vente";"192000.0";"14";"B";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0087";"None";"None";"12";"29.46";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"28.0";"2.0";"None";"None";"None";"None";"nan";"2.316332";"48.902732";"0000U"
"2019-1356640";"2019-04-11";"1";"Vente";"252000.0";"3";"None";"RUE GEORGES SORET";"4140";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0005";"None";"None";"41";"nan";"6";"34.91";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"35.0";"2.0";"None";"None";"None";"None";"nan";"2.313865";"48.903048";"0000U"
"2019-1356383";"2019-04-04";"1";"Vente";"275000.0";"11";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0073";"None";"None";"112";"nan";"98";"49.67";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"50.0";"2.0";"None";"None";"None";"None";"nan";"2.315926";"48.902091";"0000U"
"2019-1356579";"2019-03-29";"1";"Vente";"170000.0";"2";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0002";"None";"None";"9";"35.0";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"38.0";"2.0";"None";"None";"None";"None";"nan";"2.313523";"48.903081";"0000U"
"2019-1356812";"2019-03-29";"1";"Vente";"201500.0";"19";"None";"RUE MADAME DE STAEL";"6115";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0141";"None";"None";"121";"27.31";"129";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"25.0";"1.0";"None";"None";"None";"None";"nan";"2.314752";"48.902541";"0000U"
"2019-1356544";"2019-03-27";"1";"Vente";"1200000.0";"64";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0128";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"0";"4";"Local industriel. commercial ou assimilé";"70.0";"0.0";"S";"sols";"None";"None";"78.0";"2.31928";"48.903596";"0000U"
"2019-1356152";"2019-03-21";"1";"Vente";"310000.0";"4";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0003";"None";"None";"13";"63.41";"28";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"61.0";"3.0";"None";"None";"None";"None";"nan";"2.313769";"48.903093";"0000U"
"2019-1356226";"2019-03-19";"1";"Vente";"87000.0";"4";"B";"RUE GEORGES BOISSEAU";"4130";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0123";"None";"None";"36";"nan";"53";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"27.0";"2.0";"None";"None";"None";"None";"nan";"2.318357";"48.903237";"0000U"
"2019-1356228";"2019-03-15";"1";"Vente";"395000.0";"4";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0003";"None";"None";"15";"58.79";"30";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"56.0";"3.0";"None";"None";"None";"None";"nan";"2.313769";"48.903093";"0000U"
"2019-1356149";"2019-03-08";"1";"Vente";"243800.0";"47";"None";"RUE KLOCK";"5040";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0044";"None";"None";"37";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"54.0";"3.0";"None";"None";"None";"None";"nan";"2.314867";"48.901892";"0000U"
"2019-1356149";"2019-03-08";"1";"Vente";"243800.0";"47";"None";"RUE KLOCK";"5040";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0044";"None";"None";"17";"35.55";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"35.0";"2.0";"None";"None";"None";"None";"nan";"2.314867";"48.901892";"0000U"
"2019-1355937";"2019-02-27";"1";"Vente";"325000.0";"8";"None";"RUE GEORGES SORET";"4140";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0007";"None";"None";"109";"50.39";"120";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"53.0";"3.0";"None";"None";"None";"None";"nan";"2.31431";"48.902902";"0000U"
"2019-1355879";"2019-02-18";"1";"Vente";"423000.0";"36";"None";"BD DU GENERAL LECLERC";"4122";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0051";"None";"None";"31";"62.11";"59";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"62.0";"3.0";"None";"None";"None";"None";"nan";"2.31529";"48.901539";"0000U"
"2019-1355931";"2019-02-13";"1";"Vente";"130000.0";"4";"B";"RUE GEORGES BOISSEAU";"4130";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0123";"None";"None";"35";"25.1";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"24.0";"2.0";"None";"None";"None";"None";"nan";"2.318357";"48.903237";"0000U"
"2019-1355659";"2019-02-06";"1";"Vente";"2800000.0";"18";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0014";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"0";"2";"Appartement";"44.0";"2.0";"S";"sols";"None";"None";"226.0";"2.314554";"48.902543";"0000U"
"2019-1355659";"2019-02-06";"1";"Vente";"2800000.0";"18";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0014";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"0";"2";"Appartement";"50.0";"3.0";"S";"sols";"None";"None";"226.0";"2.314554";"48.902543";"0000U"
"2019-1355659";"2019-02-06";"1";"Vente";"2800000.0";"18";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0014";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"0";"2";"Appartement";"50.0";"3.0";"S";"sols";"None";"None";"226.0";"2.314554";"48.902543";"0000U"
"2019-1355659";"2019-02-06";"1";"Vente";"2800000.0";"18";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0014";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"0";"2";"Appartement";"23.0";"1.0";"S";"sols";"None";"None";"226.0";"2.314554";"48.902543";"0000U"
"2019-1355659";"2019-02-06";"1";"Vente";"2800000.0";"18";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0014";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"0";"2";"Appartement";"65.0";"4.0";"S";"sols";"None";"None";"226.0";"2.314554";"48.902543";"0000U"
"2019-1355659";"2019-02-06";"1";"Vente";"2800000.0";"18";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0014";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"0";"2";"Appartement";"50.0";"3.0";"S";"sols";"None";"None";"226.0";"2.314554";"48.902543";"0000U"
"2019-1355659";"2019-02-06";"1";"Vente";"2800000.0";"18";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0014";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"0";"2";"Appartement";"65.0";"4.0";"S";"sols";"None";"None";"226.0";"2.314554";"48.902543";"0000U"
"2019-1355659";"2019-02-06";"1";"Vente";"2800000.0";"18";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0014";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"0";"2";"Appartement";"65.0";"4.0";"S";"sols";"None";"None";"226.0";"2.314554";"48.902543";"0000U"
"2019-1355659";"2019-02-06";"1";"Vente";"2800000.0";"18";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0014";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"0";"2";"Appartement";"50.0";"3.0";"S";"sols";"None";"None";"226.0";"2.314554";"48.902543";"0000U"
"2019-1355659";"2019-02-06";"1";"Vente";"2800000.0";"18";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0014";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"0";"2";"Appartement";"50.0";"3.0";"S";"sols";"None";"None";"226.0";"2.314554";"48.902543";"0000U"
"2019-1355659";"2019-02-06";"1";"Vente";"2800000.0";"18";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0014";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"0";"2";"Appartement";"65.0";"4.0";"S";"sols";"None";"None";"226.0";"2.314554";"48.902543";"0000U"
"2019-1355659";"2019-02-06";"1";"Vente";"2800000.0";"18";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0014";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"0";"2";"Appartement";"35.0";"2.0";"S";"sols";"None";"None";"226.0";"2.314554";"48.902543";"0000U"
"2019-1355659";"2019-02-06";"1";"Vente";"2800000.0";"18";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0014";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"0";"2";"Appartement";"65.0";"4.0";"S";"sols";"None";"None";"226.0";"2.314554";"48.902543";"0000U"
"2019-1355659";"2019-02-06";"1";"Vente";"2800000.0";"18";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0014";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"0";"3";"Dépendance";"nan";"0.0";"S";"sols";"None";"None";"226.0";"2.314554";"48.902543";"0000U"
"2019-1355641";"2019-01-30";"1";"Vente";"520000.0";"8";"None";"RUE GEORGES SORET";"4140";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0007";"None";"None";"110";"89.14";"123";"nan";"125";"nan";"None";"nan";"None";"None";"3";"2";"Appartement";"80.0";"4.0";"None";"None";"None";"None";"nan";"2.31431";"48.902902";"0000U"
"2019-1355673";"2019-01-24";"1";"Vente";"270000.0";"28";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0094";"None";"None";"21";"40.02";"6";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"41.0";"3.0";"None";"None";"None";"None";"nan";"2.315623";"48.903169";"0000U"
"2019-1355436";"2019-01-18";"1";"Vente";"155000.0";"113";"None";"BD VICTOR HUGO";"9640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0202";"None";"None";"22";"19.99";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"18.0";"1.0";"None";"None";"None";"None";"nan";"2.317056";"48.901858";"0000U"
"2019-1355525";"2019-01-18";"1";"Vente";"210000.0";"15";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0012";"None";"None";"22";"34.63";"42";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"36.0";"1.0";"None";"None";"None";"None";"nan";"2.314257";"48.902774";"0000U"
"2019-1355638";"2019-01-11";"1";"Vente";"144000.0";"23";"None";"RUE MARIE ET PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0037";"None";"None";"1";"42.0";"19";"nan";"None";"nan";"None";"nan";"None";"None";"2";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.315198";"48.90274";"0000U"
